region,country,Location code,ISO3 Alpha-code,ISO2 Alpha-code,Year,"Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)",Institutionalized Democracy,Institutionalized Autocracy,Combined Polity Score,electoral democracy index,liberal democracy index,participatory democracy index,deliberative democracy index,egalitarian democracy index,Corruption Perception Index Score,EFW Overall Score,EFW 1. Size of Government,EFW 2. Legal System and Property Rights,EFW 3. Sound Money,EFW 4. Freedom to Trade Internationally,EFW 5. Regulation,WJP Overall Score: Rule of Law Index,WJP1. Constraints on Government Powers,WJP2. Absence of Corruption,WJP3. Open Government ,WJP4. Fundamental Rights,WJP5. Order and Security,WJP6. Regulatory Enforcement,WJP7. Civil Justice,WJP8. Criminal Justice,HDI,WGI PCA Score,WGI1_Accountability,WGI2_PoliticalStability,WGI3_GovtEffectiveness,WGI4_Regulatory,WGI5_RuleOfLaw,WGI6_ControlCorruption,Freedom House Index,Freedom Status,"GDP per Capita, PPP(Constant 2011)",E-Government Development Index,E-Participation Index,Public employment (total public sector)
Northeast Asia,China,156,CHN,CN,1966,742402 ,378399 ,364003 ,77 ,104 ,0.00 ,9.00 ,-9.00 ,0.07 ,0.03 ,0.02 ,0.03 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1176.05 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1967,761026 ,387785 ,373241 ,79 ,104 ,0.00 ,9.00 ,-9.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1179.51 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1968,781011 ,397893 ,383118 ,81 ,104 ,0.00 ,9.00 ,-9.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1115.32 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1969,802140 ,408616 ,393524 ,84 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1192.68 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1970,823309 ,419379 ,403930 ,86 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1300.13 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1971,844070 ,429955 ,414115 ,88 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1396.29 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1972,863678 ,439952 ,423726 ,90 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1324.12 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1973,882577 ,449577 ,433000 ,92 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1408.45 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1974,900308 ,458583 ,441725 ,94 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1395.36 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1975,916117 ,466587 ,449530 ,95 ,104 ,0.00 ,8.00 ,-8.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1435.00 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1976,930372 ,473800 ,456572 ,97 ,104 ,0.00 ,7.00 ,-7.00 ,0.07 ,0.03 ,0.02 ,0.02 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1358.31 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1977,943546 ,480458 ,463089 ,98 ,104 ,0.00 ,7.00 ,-7.00 ,0.07 ,0.03 ,0.02 ,0.03 ,0.15 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1433.03 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1978,956161 ,486816 ,469346 ,100 ,104 ,0.00 ,7.00 ,-7.00 ,0.08 ,0.03 ,0.02 ,0.05 ,0.14 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1621.82 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1979,969288 ,493440 ,475848 ,101 ,104 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.03 ,0.09 ,0.12 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1678.14 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1980,983164 ,500454 ,482710 ,102 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.13 ,0.13 ,NoData,4.23 ,4.26 ,5.27 ,6.85 ,2.17 ,2.54 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1680.43 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1981,997721 ,507822 ,489899 ,104 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.13 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1675.54 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1982,1013588 ,515871 ,497718 ,106 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.13 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1785.58 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1983,1029065 ,523726 ,505339 ,107 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.13 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,1884.42 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1984,1043850 ,531237 ,512613 ,109 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.13 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2096.23 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1985,1059808 ,539371 ,520436 ,110 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.13 ,0.13 ,NoData,4.47 ,4.94 ,5.06 ,6.08 ,3.33 ,2.54 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2282.69 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1986,1077234 ,548288 ,528945 ,112 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.03 ,0.14 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2333.16 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1987,1096217 ,558039 ,538178 ,114 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.14 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2450.43 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1988,1115244 ,567841 ,547403 ,116 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.13 ,0.13 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2537.02 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1989,1133991 ,577537 ,556454 ,118 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.13 ,0.12 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2495.73 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1990,1153583 ,587726 ,565857 ,120 ,104 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.04 ,0.11 ,0.12 ,NoData,4.08 ,4.69 ,4.62 ,6.45 ,1.96 ,2.56 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.48 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2477.82 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1991,1170789 ,596705 ,574084 ,122 ,104 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.04 ,0.11 ,0.12 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.49 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2576.85 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1992,1184574 ,603910 ,580664 ,123 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.12 ,0.12 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.50 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2744.04 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1993,1197309 ,610574 ,586735 ,125 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.13 ,0.12 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.52 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,2914.61 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1994,1209003 ,616698 ,592305 ,126 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.13 ,0.11 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.53 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,3175.49 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1995,1220134 ,622525 ,597609 ,127 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.14 ,0.12 ,NoData,5.03 ,5.28 ,4.80 ,5.48 ,5.45 ,4.44 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.54 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,3487.48 ,NoData,NoData,112605000.00 
Northeast Asia,China,156,CHN,CN,1996,1230945 ,628180 ,602765 ,128 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.05 ,0.14 ,0.11 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.55 ,-0.50 ,-1.36 ,-0.10 ,-0.35 ,-0.27 ,-0.55 ,-0.27 ,NoData,NoData,3723.25 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,1997,1241140 ,633520 ,607620 ,129 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.14 ,0.11 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.55 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,3880.36 ,NoData,NoData,110442000.00 
Northeast Asia,China,156,CHN,CN,1998,1250847 ,638610 ,612237 ,130 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.14 ,0.11 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.56 ,-0.54 ,-1.44 ,-0.39 ,-0.20 ,-0.27 ,-0.48 ,-0.35 ,NoData,NoData,3858.23 ,NoData,NoData,90581000.00 
Northeast Asia,China,156,CHN,CN,1999,1260177 ,643515 ,616661 ,131 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.04 ,0.14 ,0.11 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.57 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,4014.39 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2000,1269581 ,648474 ,621107 ,132 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.05 ,0.05 ,0.15 ,0.11 ,NoData,5.68 ,4.52 ,4.61 ,8.24 ,6.04 ,5.02 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.58 ,-0.48 ,-1.38 ,-0.21 ,-0.16 ,-0.32 ,-0.52 ,-0.21 ,NoData,NoData,4272.85 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2001,1278725 ,653295 ,625430 ,133 ,104 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.06 ,0.05 ,0.15 ,0.11 ,NoData,5.75 ,4.54 ,4.83 ,8.37 ,6.35 ,4.70 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.59 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,4605.54 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2002,1286867 ,657591 ,629275 ,134 ,105 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.06 ,0.05 ,0.16 ,0.11 ,NoData,5.73 ,4.51 ,4.83 ,8.34 ,6.16 ,4.85 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.60 ,-0.64 ,-1.59 ,-0.33 ,-0.12 ,-0.58 ,-0.52 ,-0.56 ,NoData,NoData,5017.22 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2003,1294517 ,661629 ,632889 ,135 ,105 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.06 ,0.06 ,0.17 ,0.11 ,NoData,5.77 ,4.53 ,4.96 ,8.29 ,6.14 ,5.00 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.62 ,-0.62 ,-1.51 ,-0.57 ,-0.16 ,-0.39 ,-0.55 ,-0.40 ,NoData,NoData,5420.53 ,0.42 ,0.07 ,NoData
Northeast Asia,China,156,CHN,CN,2004,1302100 ,665627 ,636473 ,136 ,105 ,0.00 ,7.00 ,-7.00 ,0.10 ,0.06 ,0.06 ,0.18 ,0.11 ,NoData,5.61 ,4.38 ,4.87 ,8.08 ,6.14 ,4.61 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.63 ,-0.60 ,-1.46 ,-0.39 ,-0.13 ,-0.35 ,-0.59 ,-0.57 ,NoData,NoData,6028.87 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2005,1310027 ,669791 ,640236 ,136 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.06 ,0.05 ,0.17 ,0.10 ,NoData,5.81 ,4.47 ,5.02 ,8.17 ,6.22 ,5.20 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.64 ,-0.62 ,-1.50 ,-0.50 ,-0.15 ,-0.18 ,-0.65 ,-0.62 ,NoData,NoData,6680.64 ,0.51 ,0.19 ,NoData
Northeast Asia,China,156,CHN,CN,2006,1318054 ,673995 ,644059 ,137 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.06 ,0.05 ,0.17 ,0.10 ,NoData,5.88 ,4.41 ,5.18 ,8.12 ,6.25 ,5.43 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.65 ,-0.64 ,-1.75 ,-0.54 ,0.03 ,-0.26 ,-0.70 ,-0.52 ,NoData,NoData,7361.88 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2007,1325814 ,678072 ,647741 ,138 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.06 ,0.05 ,0.17 ,0.10 ,NoData,6.00 ,4.55 ,5.45 ,8.03 ,6.29 ,5.66 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.66 ,-0.60 ,-1.72 ,-0.50 ,0.15 ,-0.23 ,-0.60 ,-0.60 ,NoData,NoData,8063.74 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2008,1333821 ,682279 ,651542 ,139 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.06 ,0.05 ,0.17 ,0.10 ,NoData,5.98 ,4.57 ,5.50 ,7.98 ,6.30 ,5.55 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.67 ,-0.55 ,-1.70 ,-0.49 ,0.15 ,-0.22 ,-0.48 ,-0.53 ,NoData,NoData,8411.82 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2009,1342523 ,686821 ,655702 ,140 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.05 ,0.17 ,0.11 ,NoData,6.04 ,4.47 ,5.45 ,7.99 ,6.31 ,5.98 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.68 ,-0.57 ,-1.70 ,-0.45 ,0.08 ,-0.30 ,-0.46 ,-0.52 ,NoData,NoData,9040.96 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2010,1351562 ,691524 ,660038 ,141 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.06 ,0.05 ,0.17 ,0.11 ,NoData,6.02 ,4.58 ,5.39 ,7.89 ,6.29 ,5.95 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.69 ,-0.62 ,-1.68 ,-0.66 ,0.08 ,-0.32 ,-0.47 ,-0.57 ,NoData,NoData,10126.40 ,0.47 ,0.37 ,NoData
Northeast Asia,China,156,CHN,CN,2011,1360251 ,696018 ,664232 ,142 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.06 ,0.05 ,0.17 ,0.10 ,NoData,6.04 ,4.90 ,5.28 ,7.78 ,6.22 ,6.04 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.70 ,-0.58 ,-1.64 ,-0.60 ,0.07 ,-0.26 ,-0.45 ,-0.51 ,NoData,NoData,10769.20 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2012,1369521 ,700783 ,668738 ,143 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.05 ,0.17 ,0.10 ,NoData,6.11 ,4.98 ,5.22 ,7.92 ,6.30 ,6.14 ,0.48 ,0.36 ,0.52 ,0.42 ,0.35 ,0.78 ,0.41 ,0.43 ,0.54 ,0.71 ,-0.59 ,-1.64 ,-0.54 ,0.00 ,-0.28 ,-0.55 ,-0.44 ,NoData,NoData,11360.31 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2013,1379008 ,705638 ,673370 ,144 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.05 ,0.16 ,0.10 ,NoData,6.16 ,5.01 ,5.14 ,8.07 ,6.33 ,6.27 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.72 ,-0.58 ,-1.63 ,-0.54 ,-0.02 ,-0.33 ,-0.53 ,-0.36 ,17.00 ,NF,11818.98 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2014,1387952 ,710181 ,677771 ,145 ,105 ,0.00 ,7.00 ,-7.00 ,0.09 ,0.05 ,0.04 ,0.16 ,0.09 ,36.00 ,6.21 ,5.09 ,5.13 ,8.20 ,6.38 ,6.24 ,0.45 ,0.35 ,0.48 ,0.41 ,0.31 ,0.81 ,0.41 ,0.41 ,0.43 ,0.73 ,-0.48 ,-1.62 ,-0.52 ,0.35 ,-0.33 ,-0.40 ,-0.34 ,17.00 ,NF,12231.44 ,0.55 ,0.65 ,NoData
Northeast Asia,China,156,CHN,CN,2015,1396134 ,714292 ,681842 ,145 ,105 ,0.00 ,7.00 ,-7.00 ,0.08 ,0.05 ,0.04 ,0.16 ,0.09 ,37.00 ,6.23 ,5.14 ,5.25 ,8.25 ,6.29 ,6.22 ,0.48 ,0.41 ,0.51 ,0.43 ,0.32 ,0.78 ,0.46 ,0.48 ,0.45 ,0.73 ,-0.46 ,-1.66 ,-0.55 ,0.44 ,-0.34 ,-0.39 ,-0.27 ,17.00 ,NF,12699.42 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2016,1404053 ,718223 ,685830 ,146 ,105 ,0.00 ,7.00 ,-7.00 ,0.08 ,0.05 ,0.04 ,0.16 ,0.09 ,40.00 ,6.25 ,5.04 ,5.20 ,8.43 ,6.36 ,6.23 ,0.48 ,0.38 ,0.52 ,0.44 ,0.32 ,0.76 ,0.45 ,0.52 ,0.47 ,0.74 ,-0.42 ,-1.56 ,-0.50 ,0.38 ,-0.30 ,-0.31 ,-0.24 ,16.00 ,NF,13161.62 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2017,1412355 ,722263 ,690092 ,147 ,105 ,0.00 ,7.00 ,-7.00 ,0.08 ,0.05 ,0.04 ,0.15 ,0.10 ,41.00 ,6.26 ,5.00 ,5.17 ,8.43 ,6.52 ,6.16 ,0.50 ,0.40 ,0.55 ,0.45 ,0.31 ,0.80 ,0.48 ,0.54 ,0.48 ,0.75 ,-0.32 ,-1.50 ,-0.23 ,0.44 ,-0.16 ,-0.24 ,-0.27 ,15.00 ,NF,13723.52 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2018,1419009 ,725406 ,693603 ,148 ,105 ,0.00 ,7.00 ,-7.00 ,0.08 ,0.05 ,0.04 ,0.14 ,0.09 ,39.00 ,6.33 ,5.03 ,5.17 ,8.42 ,6.59 ,6.42 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.76 ,-0.30 ,-1.46 ,-0.30 ,0.52 ,-0.22 ,-0.17 ,-0.26 ,14.00 ,NF,13665.41 ,0.68 ,0.90 ,NoData
Northeast Asia,China,156,CHN,CN,2019,1423520 ,727474 ,696046 ,148 ,105 ,NoData,NoData,NoData,0.08 ,0.05 ,0.04 ,0.13 ,0.09 ,41.00 ,6.33 ,5.02 ,5.15 ,8.41 ,6.71 ,6.33 ,0.49 ,0.33 ,0.55 ,0.42 ,0.32 ,0.79 ,0.48 ,0.54 ,0.47 ,0.76 ,-0.35 ,-1.63 ,-0.26 ,0.56 ,-0.29 ,-0.24 ,-0.29 ,11.00 ,NF,13988.76 ,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2020,1426106 ,728452 ,697654 ,149 ,104 ,NoData,NoData,NoData,0.08 ,0.04 ,0.04 ,0.12 ,0.09 ,42.00 ,6.27 ,4.97 ,5.12 ,8.44 ,6.56 ,6.24 ,0.48 ,0.32 ,0.53 ,0.43 ,0.29 ,0.78 ,0.49 ,0.53 ,0.45 ,0.76 ,-0.25 ,-1.65 ,-0.33 ,0.68 ,-0.19 ,-0.08 ,-0.05 ,10.00 ,NF,NoData,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2021,1426437 ,728193 ,698244 ,149 ,104 ,NoData,NoData,NoData,0.08 ,0.04 ,0.04 ,0.10 ,0.09 ,45.00 ,NoData,NoData,NoData,NoData,NoData,NoData,0.47 ,0.31 ,0.53 ,0.38 ,0.27 ,0.81 ,0.49 ,0.52 ,0.45 ,0.77 ,-0.22 ,-1.64 ,-0.48 ,0.84 ,-0.31 ,0.04 ,0.05 ,9.00 ,NF,NoData,NoData,NoData,NoData
Northeast Asia,China,156,CHN,CN,2022,1425180 ,727091 ,698089 ,148 ,104 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,0.47 ,0.32 ,0.53 ,0.40 ,0.26 ,0.81 ,0.48 ,0.51 ,0.45 ,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,9.00 ,NF,NoData,0.81 ,0.86 ,NoData
